MARKET,TIMESTAMP,RULE_COMBO_LENGTH,RULE_TO_DISABLE,NUM_RECORDS_AUTOMATION_GAIN,NUM_RECORDS,ADDRESS_BASIC_AUTO,ADDRESS_BASIC_MANUAL,ADDRESS_BASIC_GOOD,ADDRESS_FINAL_AUTO,ADDRESS_FINAL_MANUAL,ADDRESS_FINAL_GOOD,PHONE_FINAL_AUTO,PHONE_FINAL_MANUAL,PHONE_FINAL_GOOD,SPCLTY_AUTO,SPCLTY_MANUAL,SPCLTY_GOOD,CURRENT_DEMOGRAPHIC_SCORE,CURRENT_NETWORK_SCORE,CURRENT_OVERALL_DIRECTORY_SCORE
CA,20241208,5,ISPCP_S|RLTN_CNT_S|R3NOTFOUND_S|ISPCP_S|R3NOTFOUND_S,27,362096,218619,57063,138256,19993,153374,275627,17984,98354,306806,1945,54512,305639,82.7,99.6,97.6
CA,20241208,3,NTWK_LOSS_S||SPCLTY_CNT_S,5,362096,218619,57063,138256,19993,153374,275627,17984,98354,306806,1945,54512,305639,82.7,99.6,97.6
CA,20241208,4,NTWK_LOSS_S|SPCLTY_CNT_S|NO_RENDERING_NPI_CLAIMS_S|NTWK_LOSS_S,1,362096,218619,57063,138256,19993,153374,275627,17984,98354,306806,1945,54512,305639,82.7,99.6,97.6
CA,20241208,7,NTWK_LOSS_S|SPCLTY_CNT_S|NTWK_LOSS_S|NPI_NTWK_LOSS_S|NTWK_LOSS_S|SPCLTY_CNT_S|NPI_NTWK_LOSS_S,4,362096,218619,57063,138256,19993,153374,275627,17984,98354,306806,1945,54512,305639,82.7,99.6,97.6
CA,20241208,5,R3NOTFOUND_S|SUPPRESS_HOSP_SPCLTY_S|R3NOTFOUND_S|RLTN_CNT_S|R3NOTFOUND_S,8,362096,218619,57063,138256,19993,153374,275627,17984,98354,306806,1945,54512,305639,82.7,99.6,97.6
CA,20241208,5,NO_RENDERING_NPI_CLAIMS_S|ISPCP_S|RLTN_CNT_S|ISPCP_S|RLTN_CNT_S,2,362096,218619,57063,138256,19993,153374,275627,17984,98354,306806,1945,54512,305639,82.7,99.6,97.6
CA,20241208,5,R3NOTFOUND_S|RLTN_CNT_S|R3NOTFOUND_S|ISPCP_S|R3NOTFOUND_S,4,362096,218619,57063,138256,19993,153374,275627,17984,98354,306806,1945,54512,305639,82.7,99.6,97.6
CA,20241208,4,NTWK_LOSS_S|NPI_NTWK_LOSS_S|ISPCP_S|RLTN_CNT_S,18,362096,218619,57063,138256,19993,153374,275627,17984,98354,306806,1945,54512,305639,82.7,99.6,97.6
CA,20241208,4,NTWK_LOSS_S|SPCLTY_CNT_S|NTWK_LOSS_S|SUPPRESS_HOSP_SPCLTY_S,2,362096,218619,57063,138256,19993,153374,275627,17984,98354,306806,1945,54512,305639,82.7,99.6,97.6
CA,20241208,6,NTWK_LOSS_S|SPCLTY_CNT_S|NTWK_LOSS_S|RLTN_CNT_S|ISPCP_S|RLTN_CNT_S,1,362096,218619,57063,138256,19993,153374,275627,17984,98354,306806,1945,54512,305639,82.7,99.6,97.6
CA,20241208,4,RLTN_CNT_S|RLTN_CNT_S|SUPPRESS_HOSP_SPCLTY_S|SUPPRESS_HOSP_SPCLTY_S,15,362096,218619,57063,138256,19993,153374,275627,17984,98354,306806,1945,54512,305639,82.7,99.6,97.6
CA,20241208,5,RLTN_CNT_S|NO_RENDERING_NPI_CLAIMS_S|RLTN_CNT_S|ISPCP_S|RLTN_CNT_S,1,362096,218619,57063,138256,19993,153374,275627,17984,98354,306806,1945,54512,305639,82.7,99.6,97.6
